"post_doc","location","salary","h_index","field"
"y","us",97130.3422766858,14.3816469752407,"humanities"
"n","int",83712.1108564,19.365980204939,"humanities"
"y","us",133582.913017981,21.4833610945051,"humanities"
"n","int",45084.9428170462,6.98712551606274,"humanities"
"y","int",113495.215775956,20.7556056904069,"humanities"
"n","us",80308.3562834161,12.760182203636,"humanities"
"n","int",77682.9199070523,11.0327444837622,"humanities"
"y","us",114702.900816563,18.6313328970955,"humanities"
"n","us",76792.8590688358,7.69033398921779,"humanities"
"y","int",117816.514349616,14.2212701037716,"humanities"
"y","us",156680.747950213,22.8448540056373,"humanities"
"y","int",137012.965803021,26.5760281901429,"humanities"
"y","us",124652.886950491,12.3941104229337,"humanities"
"n","int",57892.9070784513,16.2163535613772,"humanities"
"y","us",108133.154085115,18.20495239356,"humanities"
"y","int",119826.81631164,21.0245202501064,"humanities"
"y","us",114202.014781083,25.4371064175017,"humanities"
"n","us",80278.3396178385,12.4517868816369,"humanities"
"y","int",95600.4266970542,21.0646228732286,"humanities"
"y","us",102117.003392433,16.8248817637737,"humanities"
"y","us",122389.727047012,12.8855268602779,"humanities"
"n","us",52569.4352236959,7.08894614519056,"humanities"
"y","us",95530.4264769928,21.1779648765111,"humanities"
"y","int",137760.159516478,30.9242700184148,"humanities"
"y","int",118371.650967627,16.4471337135759,"humanities"
"y","us",122905.380658295,15.1736138790097,"humanities"
"y","us",103860.652982034,13.0885753065065,"humanities"
"y","us",136483.928227914,14.5701285070767,"humanities"
"y","int",130312.85246993,16.1810354627337,"humanities"
"n","us",62827.6883913644,21.5491272063497,"humanities"
"n","int",77577.9549768495,13.0163201959583,"humanities"
"n","int",91168.5066346134,11.4725136584341,"humanities"
"y","int",83765.7332638878,20.4148663555582,"humanities"
"y","us",145148.276633213,19.0589054415579,"humanities"
"n","us",71508.318253307,18.304640034517,"humanities"
"n","int",106555.537853805,16.9355639153379,"humanities"
"y","us",100322.696012114,14.6706451911456,"humanities"
"n","int",106075.988379257,12.779348147135,"humanities"
"n","us",53538.1472980345,10.1605703828823,"humanities"
"n","int",64509.4824015375,18.4695011402567,"humanities"
"y","int",106349.430866946,13.1579657762675,"humanities"
"y","us",112426.087763361,11.8042037777359,"humanities"
"n","us",20311.7431870767,7.01484548134862,"humanities"
"n","int",101691.731125072,9.09144439089018,"humanities"
"y","us",118702.970696254,15.7920373745224,"humanities"
"n","us",87103.389269103,12.444887364043,"humanities"
"n","int",59562.6934331832,14.3991778535587,"humanities"
"n","int",108405.485503535,17.1751040047082,"humanities"
"y","int",92471.6793545832,12.6184552743064,"humanities"
"y","us",141026.126900609,29.5584050735986,"humanities"
"y","int",86028.9340635782,15.5804689898312,"humanities"
"n","us",88624.4009971848,16.1317532599641,"humanities"
"n","us",58334.5822946996,10.9626764977121,"humanities"
"y","int",84791.4467056645,13.7777978959387,"humanities"
"y","int",84242.1750469638,15.4714131727677,"humanities"
"y","int",105532.355619855,13.7558323368021,"humanities"
"n","int",88056.3541032014,14.3216737932924,"humanities"
"n","us",109396.46984204,14.7637066436844,"humanities"
"n","us",80778.3491897766,16.8139669519863,"humanities"
"n","int",73318.2616213724,17.3338119582877,"humanities"
"y","int",117891.877971216,10.7046358230443,"humanities"
"y","int",154819.485905885,20.2893344521817,"humanities"
"n","int",57096.5235813064,13.6088249531451,"humanities"
"y","us",95771.1137714158,13.5563780003732,"humanities"
"y","int",97436.638510896,17.8996581207146,"humanities"
"n","int",40352.4447129428,11.9255736696094,"humanities"
"y","int",111897.072772047,12.1601347600497,"humanities"
"n","int",70034.5195807613,11.133135734672,"humanities"
"n","us",111403.715506069,22.1679083703203,"humanities"
"n","us",97606.7632331019,13.2521692858332,"humanities"
"y","us",92983.5191934592,13.4921441716892,"humanities"
"n","us",67272.38439323,8.73887993835501,"humanities"
"y","int",77425.6948816553,9.14068316368004,"humanities"
"n","int",89240.1078357453,14.273704794378,"humanities"
"n","int",97990.8791806441,11.9543014789975,"humanities"
"y","int",97178.7000159409,16.3845542748985,"humanities"
"y","us",78995.3597914434,11.5711914796894,"humanities"
"n","us",100267.65312093,9.77022248499036,"humanities"
"n","us",69127.7309876787,9.16339143179194,"humanities"
"y","int",101405.731575005,14.0395278652781,"humanities"
"n","int",95240.6441158663,14.1518109619516,"humanities"
"n","us",91268.9131062899,8.63229125020683,"humanities"
"y","us",87318.9751990071,10.4607727176705,"humanities"
"y","us",118580.526131377,11.3189370079989,"humanities"
"n","int",65170.0191336162,19.388576372919,"humanities"
"n","int",77162.842616341,18.144799173905,"humanities"
"y","int",64861.3340815487,11.5451389300707,"humanities"
"n","us",101380.015976924,14.0077372620185,"humanities"
"y","us",82709.4286956814,15.2469743509254,"humanities"
"n","us",94327.9678072309,21.4644777008425,"humanities"
"y","us",136129.203355351,14.8453314388235,"humanities"
"y","us",83006.0610040981,20.6609522284541,"humanities"
"n","us",106166.252724276,11.9585569548411,"humanities"
"y","us",119400.150503993,19.5398617377465,"humanities"
"y","int",96342.2586270517,21.2585000940212,"humanities"
"y","int",94416.8515000657,13.4485322422632,"humanities"
"y","us",81274.0745179091,16.9179695333198,"humanities"
"n","int",98577.8808269933,15.5296230326657,"humanities"
"n","int",83289.9695192739,10.5925592944576,"humanities"
"n","us",101352.719925986,13.0781235843126,"humanities"
"n","int",90207.8826174795,13.8728920864198,"humanities"
"y","us",103216.186228912,12.5856952826443,"humanities"
"n","int",95153.2725018315,14.6063147068835,"humanities"
"y","int",117487.692145439,21.5323656561434,"humanities"
"n","int",82362.3150146994,12.3262463107495,"humanities"
"y","us",98056.2095871795,14.9977955196385,"humanities"
"n","int",91028.1546425086,18.8568689292934,"humanities"
"y","us",100495.424150054,10.0834475898832,"humanities"
"y","int",128422.110971254,20.5353392971515,"humanities"
"y","us",153354.759240217,23.6738801570754,"humanities"
"y","int",108228.266542549,20.0373375603899,"humanities"
"n","us",104297.392844031,20.3065718103873,"humanities"
"n","us",75105.6859064522,14.22425342698,"humanities"
"y","int",96687.6333664505,16.5866607663376,"humanities"
"n","int",56181.0554570704,13.6534336308299,"humanities"
"y","int",131575.924803421,18.1442371957809,"humanities"
"n","int",84207.0601911343,20.9570756791749,"humanities"
"y","us",117621.332873153,17.0703758373527,"humanities"
"n","int",72726.5408657431,18.5367848775927,"humanities"
"n","us",72595.9878621915,12.2083851949935,"humanities"
"y","int",100355.977148568,19.270919361911,"humanities"
"n","us",101317.322153193,20.9154386729851,"humanities"
"n","int",98332.6058536423,13.8674660212428,"humanities"
"n","us",71638.960431667,12.3091820907263,"humanities"
"n","int",88081.1119606119,9.77440420839185,"humanities"
"n","int",59689.6794641036,22.7589431647488,"humanities"
"y","int",107944.804800636,23.0310556599073,"humanities"
"n","int",105513.177435794,15.2829435818133,"humanities"
"y","us",143587.658080213,17.6565509289848,"humanities"
"n","us",90324.9297135224,18.0360924890537,"humanities"
"y","us",84196.6387549385,15.2075219286455,"humanities"
"y","int",67331.7459347576,14.2262390292551,"humanities"
"n","us",105901.171703938,13.1201390426397,"humanities"
"n","int",112453.983014449,14.8044305796162,"humanities"
"y","us",106603.044331596,10.8912067761094,"humanities"
"n","us",115310.145317674,12.9508363130338,"humanities"
"n","us",102389.71427714,22.7611446720809,"humanities"
"y","us",101488.151262057,20.3247395440651,"humanities"
"n","int",70212.355417579,19.2755750721668,"humanities"
"y","int",121313.297117203,20.4958415075214,"humanities"
"y","us",83523.2380822191,14.6378626177037,"humanities"
"y","us",116151.247673833,15.5741938487707,"humanities"
"n","int",62702.1268480069,12.9174267136156,"humanities"
"n","int",65366.2489967979,7.66428624193774,"humanities"
"n","us",114380.822322772,19.9867066074379,"humanities"
"y","int",126799.383315057,15.5009170376134,"humanities"
"y","us",114831.542458462,7.60811093214057,"humanities"
"y","us",129472.402804984,21.9704173892976,"humanities"
"n","us",65960.3389399534,7.54175020200379,"humanities"
"y","int",122142.707939054,13.0066768851603,"humanities"
"y","int",101174.583376723,10.2119400115491,"humanities"
"n","us",109977.758484677,13.8259538578715,"humanities"
"n","us",101235.198775424,19.0042062799546,"humanities"
"y","int",134791.667124534,12.1731192106387,"humanities"
"y","int",101065.755594912,19.1744974654304,"humanities"
"n","us",55676.8385791598,7.64882544134664,"humanities"
"n","int",51355.6625174239,7.51530277201992,"humanities"
"y","int",140837.059667392,14.9096505335212,"humanities"
"n","us",98435.498122244,25.0768209960848,"humanities"
"n","us",92045.9231457129,13.9783393650996,"humanities"
"y","us",125594.436429824,15.4398669524514,"humanities"
"y","us",115828.091767252,15.2209971672571,"humanities"
"y","int",102351.888200483,14.1795500241493,"humanities"
"y","int",67164.8007870043,13.7607268526752,"humanities"
"n","int",65242.7001071115,6.07878085898378,"humanities"
"y","int",122641.494619509,17.8204423084933,"humanities"
"y","us",137753.958515943,10.8151021462115,"humanities"
"n","us",109542.99316819,19.5354722763577,"humanities"
"y","int",82046.0243478781,11.4885057593157,"humanities"
"n","int",88075.8570514389,10.7554525494416,"humanities"
"y","int",87310.5466259033,13.4846046505796,"humanities"
"n","us",67479.9580317537,7.20698834276443,"humanities"
"n","int",70391.8378876067,8.65813911942872,"humanities"
"y","int",94087.0378049202,16.5191592764651,"humanities"
"n","us",53568.5251183686,15.7609130296522,"humanities"
"y","int",127580.161797913,26.9056608638347,"humanities"
"y","int",68562.6806073553,9.62129435474625,"humanities"
"n","us",77570.9649228894,12.3504052116901,"humanities"
"n","int",72715.0128665409,18.0597544916739,"humanities"
"n","us",83517.6945004828,17.5692235844189,"humanities"
"y","us",87204.568817636,17.4375092204073,"humanities"
"n","int",72202.7773229889,20.436474884492,"humanities"
"n","us",94448.5222328744,21.0601435014405,"humanities"
"n","int",96872.245856214,20.218202262894,"humanities"
"y","us",104507.271886131,10.9864057033395,"humanities"
"y","int",108936.248139916,11.4026978856991,"humanities"
"y","us",104389.281993654,15.4552116413532,"humanities"
"n","us",91503.5850017109,17.3707349406501,"humanities"
"n","int",104088.572170005,18.4690385095886,"humanities"
"n","int",79256.4895923042,11.8133321146826,"humanities"
"y","int",102408.89657303,10.3672880813414,"humanities"
"y","int",122064.145830877,18.8505556105984,"humanities"
"n","int",69714.4608820952,8.53212470990109,"humanities"
"y","int",119017.546466646,11.6017590910583,"humanities"
"n","int",104124.255587382,9.07622140297235,"humanities"
"y","us",110214.91719346,18.9612425944667,"humanities"
"y","us",57870.1553084747,15.6985141713236,"humanities"
"n","int",96352.5513445202,16.4819028087953,"humanities"
"n","int",114090.153876648,21.1637610180821,"humanities"
"n","int",72452.2599733068,7.57436211482958,"humanities"
"n","int",94602.9346930663,15.2796060371561,"humanities"
"y","us",105447.175805897,14.0376922080721,"humanities"
"n","us",79564.6866070028,14.5671324506527,"humanities"
"n","us",55926.119387146,19.7918732898356,"humanities"
"n","us",107104.828635485,12.9182348295748,"humanities"
"n","us",62710.7362473366,6.86934755226428,"humanities"
"y","int",119243.642442279,20.4616438327279,"humanities"
"n","int",56023.8076772305,20.1496311021038,"humanities"
"y","int",88465.3131227304,10.8873344699276,"humanities"
"y","int",61019.5842209258,17.4344269031465,"humanities"
"n","int",114930.597734375,13.0616302636903,"humanities"
"y","int",129944.759659429,11.1113110963571,"humanities"
"n","us",61837.0410673524,12.8460095082728,"humanities"
"n","int",84406.5697815494,12.2988499796565,"humanities"
"y","int",112619.709483026,19.4696221833962,"humanities"
"y","int",73992.4066118413,9.9372835272526,"humanities"
"n","int",62511.6803700877,1.96209475815539,"humanities"
"y","int",132964.82825954,18.3811791316981,"humanities"
"n","int",75965.344540396,12.3087873484927,"humanities"
"n","int",102548.662283295,16.1637938936147,"humanities"
"y","int",120019.932922253,20.213380594204,"humanities"
"y","us",95125.2695828814,12.1284119801765,"humanities"
"y","us",96986.2665633477,16.4156042686869,"humanities"
"y","int",82923.5711274269,19.981621288626,"humanities"
"n","int",60896.9058262578,18.1149702117244,"humanities"
"y","us",95175.3495122862,21.1328074363045,"humanities"
"y","int",123606.860406064,21.2438606030335,"humanities"
"y","us",138028.957410546,20.8499889016438,"humanities"
"n","us",88617.3706461982,15.8042149569381,"humanities"
"y","int",135249.926452297,17.0517445571233,"humanities"
"n","int",100730.022402519,16.9137461543584,"humanities"
"n","us",68524.5052909771,13.4116572575691,"humanities"
"n","us",114699.727633846,18.9642171846452,"humanities"
"n","int",102266.835407694,16.7267206270212,"humanities"
"y","us",104775.933032818,12.1434239325133,"humanities"
"y","us",95065.3916501405,13.0414880741768,"humanities"
"y","us",53350.3019621875,11.4925872580837,"humanities"
"n","int",90542.036486006,11.1371670864967,"humanities"
"n","int",49881.372699821,17.6183957925067,"humanities"
"y","int",114386.22112595,15.1601423083347,"humanities"
"y","us",102145.059925682,15.6451722797823,"humanities"
"n","us",100792.613822016,11.9581167871338,"humanities"
"y","int",90381.6597173603,17.4070460520204,"humanities"
"n","int",81237.3598553178,16.9887898165669,"humanities"
"n","int",57996.0529703105,17.3597479126628,"humanities"
"n","us",103027.361128732,12.6096295285581,"humanities"
"n","us",83960.670031612,16.2928523595162,"humanities"
"n","int",124349.285712423,14.2247429319177,"humanities"
"n","us",65903.7215528207,14.3191130785507,"humanities"
"n","us",68175.3649068619,12.9972726648484,"humanities"
"n","int",77451.4200416856,19.0999721008727,"humanities"
"y","us",139359.55084267,20.8583545785808,"humanities"
"n","int",56822.4059208255,10.0656292142904,"humanities"
"n","us",90522.4665177198,6.09517090143705,"humanities"
"n","int",98113.5240897063,12.0208036006725,"humanities"
"y","us",98319.9478850978,13.837548017875,"humanities"
"y","int",117497.437462168,13.7582694725899,"humanities"
"n","us",79106.3611666648,10.3329095501067,"humanities"
"n","us",110382.599717377,12.4106840868739,"humanities"
"n","int",96368.8318129309,15.1995321632482,"humanities"
"y","us",88224.8053614731,11.6733232653154,"humanities"
"n","us",52454.0087495742,6.80188974795107,"humanities"
"n","int",54060.087323111,8.32906586963088,"humanities"
"y","int",121471.857243729,14.26728786192,"humanities"
"y","int",152315.205665577,16.7174296230795,"humanities"
"y","us",91856.2480854261,6.43572598561489,"humanities"
"y","us",119018.662537966,13.4686442355133,"humanities"
"y","us",119086.62623077,12.6845549507277,"humanities"
"n","int",93620.8178170586,16.3880712336729,"humanities"
"n","us",80045.4918120602,9.73717925831131,"humanities"
"y","int",105704.777343436,17.4551365320265,"humanities"
"n","us",84035.5761334462,16.2117094262408,"humanities"
"y","us",89917.1411468271,21.9950933941873,"humanities"
"y","us",144787.96372572,18.1314587765902,"humanities"
"y","int",129955.359249112,17.2537011219276,"humanities"
"y","us",126640.571156781,16.3926304472844,"humanities"
"n","int",73637.2596565785,11.3789203772119,"humanities"
"n","int",67052.270202052,14.3345635978806,"humanities"
"y","int",93403.6194341688,12.6043489929432,"humanities"
"y","us",121633.036281944,16.0469443337659,"humanities"
